id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,0.9999999999999999,0.5012451223881118,0.3936304963356699,0.946238523269217,0.48781445928543166,0.4621769093591535,0.45920436815501287,0.4986169324091035,0.5255429252586031,0.9900444001318169,0.4627705180519536,0.44891810964895085,0.9154790538455833,0.4664159348199436,0.5321127310697804,0.4840929464356841,0.4047786935209195,0.5109884680224079,0.5104760225095887,0.9771111225574991,0.5160500496690005,0.5346927348193107,0.4986169324091035,0.5426544291234519,0.49964125403514253,0.4786110741587619,0.4132878844402723,0.48781445928543166,0.9759252028481228,0.5025001383156528,0.47155982933935064,0.3376371039747496,0.0689190202915406,0.5496339699508314,0.21236969892421909,0.4489123262552699,0.9827572266804795,0.04127669455196586,0.5332188825035252,0.4443133687323664
2,0.5012451223881118,0.9999999999999998,0.4819053681522591,0.6109834382729091,0.5078307459339046,0.42164562579956294,0.8822279194788087,0.9966653635903105,0.6009272076133847,0.5203831918433324,0.45958277964669497,0.41320119135338446,0.5353871858974879,0.42432615050510697,0.6040126737325269,0.4721784038003467,0.4888177342930897,0.5203831918433324,0.4872348202238384,0.5541656707133421,0.9995199695880571,0.5325594750496069,0.5427631563765464,0.9959956878672261,0.9603771911330793,0.928022435997799,0.42912972065884425,0.5078307459339046,0.39098987807067065,0.5448001836952318,0.46481740928296716,0.339369580064715,0.749854262184681,0.5398295359145628,0.15865466938902412,0.45121577532106383,0.4041263490871704,0.7297974014433196,0.49966118427459844,0.4102479279154513
3,0.3936304963356699,0.4819053681522591,1.0,0.5148188594726453,0.4171089376987427,0.9182894141015817,0.2817863709038614,0.45331574723494245,0.5106492141912014,0.42374742288867434,0.3704444958425811,0.9243554749517455,0.4639924958494688,0.9161788884997017,0.511992493505062,0.9478334062660074,0.9998060567583806,0.9600634436783592,0.38617334223947763,0.4589545155591581,0.48553027085229206,0.9446968073236237,0.45331574723494245,0.4911034775236201,0.3827987241642083,0.3337865096364268,0.352113313087029,0.4171089376987427,0.3082362649117792,0.4543525905774521,0.9539180987078383,0.9490184420424086,0.09135360376130018,0.4331254704496768,0.11050519378695053,0.3654947840589174,0.3165329297970832,0.0770172857686471,0.39281066898072076,0.9262799248526254
4,0.946238523269217,0.6109834382729091,0.5148188594726453,1.0000000000000002,0.5494873660856365,0.4616906700138868,0.4208425720620836,0.5851122395712456,0.6452830135325821,0.975893725990321,0.4993161298001813,0.4520619760186151,0.9802388012810092,0.4647500064360518,0.6489659563295017,0.5138258065057892,0.522728792773871,0.5641311157775774,0.5312556884894545,0.9906944813823174,0.6198028441223181,0.5784529968345034,0.5851122395712456,0.6348330954771542,0.5241735771231624,0.47349671768084306,0.46443303014009285,0.5494873660856365,0.9092250570313704,0.5875003453093547,0.5053393368368362,0.3683196022117958,0.1058323035966584,0.5870793989670615,0.1773960638631035,0.4897068701509719,0.9126982659692576,0.08278323291940046,0.5457334045216724,0.4486976222545168
5,0.48781445928543166,0.5078307459339046,0.4171089376987427,0.5494873660856365,1.0000000000000002,0.41508576577846085,0.3926095008892464,0.4933152301215715,0.5348960979248472,0.4869930800973571,0.9954212646355655,0.405068775621835,0.4649096945732167,0.4182783553160238,0.5392905934379952,0.45058226995127093,0.4254341056084529,0.4869930800973571,0.9907344140809149,0.5086858344722177,0.5180055430760342,0.5033891546908592,0.4933152301215715,0.5358617813061622,0.46183557831754707,0.4274344745948623,0.3981489640180912,0.4706279540850776,0.37897990968273393,0.9963003211149478,0.4414352297256609,0.3194647871277146,0.08123657594693022,0.990522749030144,0.17256064899829918,0.4247509502299015,0.3943673134564214,0.058797309165969924,0.48572640364494546,0.40157927091426415
6,0.4621769093591535,0.42164562579956294,0.9182894141015817,0.4616906700138868,0.41508576577846085,0.9999999999999999,0.4008646859947775,0.4218148208009274,0.44159323530050654,0.43600800844450954,0.3960814819984838,0.999648237017755,0.36718668491349915,0.9999628522444673,0.44757386338322863,0.9946708247356582,0.9238091321006647,0.9811274652251711,0.4389631596727707,0.4419574922334351,0.43506825802848936,0.980844436183507,0.4218148208009274,0.45927456587734655,0.42920591596410157,0.41414477781040815,0.3517865077485873,0.41508576577846085,0.35705996870928575,0.42532760344387155,0.9939111271058662,0.9737458786454036,0.055682915815519256,0.4710529654173544,0.18719849514560374,0.3836593386536186,0.37503719712314426,0.031312598806284606,0.4594849745707977,0.9993667071710027
7,0.45920436815501287,0.8822279194788087,0.2817863709038614,0.4208425720620836,0.3926095008892464,0.4008646859947775,1.0,0.9175497579781887,0.39684142762254476,0.4168799341383663,0.3832214443503966,0.3875916868940365,0.317706949629084,0.4051176130509044,0.4039518093625541,0.4050447384508682,0.2930377165515394,0.4168799341383663,0.4323042472746245,0.4134026681973332,0.8887432272004374,0.4420278306265934,0.3898022027005671,0.8987182948734076,0.9782904137924279,0.994120156147303,0.3331701080534895,0.3926095008892464,0.35347621084503467,0.39390135192158676,0.3921965362742197,0.27762759066346376,0.7969601951736013,0.4580756060281372,0.20123585110162337,0.3691254488626994,0.37352275025118664,0.7713892158398705,0.45607095657544144,0.38299198666576495
8,0.4986169324091035,0.9966653635903105,0.45331574723494245,0.5851122395712456,0.4933152301215715,0.4218148208009274,0.9175497579781887,0.9999999999999997,0.5726953009653949,0.5078860325952108,0.45100170591043115,0.4125110628443207,0.5043832293070082,0.4247745948901772,0.5764636822445505,0.46520963545241256,0.4609945997369347,0.5078860325952108,0.4823847217310329,0.5358730590867676,0.9971856303053978,0.5222820855773436,0.5223835695254785,0.9955563116092498,0.9796775694489885,0.9552028666081867,0.41709307693016906,0.4933152301215715,0.3881694446001617,0.5247743336207604,0.4568909771159762,0.3321592127393237,0.7750801420154518,0.5310460478020359,0.166943618399314,0.44162908377830473,0.40254455936754324,0.7539635435520694,0.49676674705818996,0.409264164562999
9,0.5255429252586031,0.6009272076133847,0.5106492141912014,0.6452830135325821,0.5348960979248472,0.44159323530050654,0.39684142762254476,0.5726953009653949,1.0,0.5476265157847932,0.4831357546308983,0.43292610538502824,0.567164338063131,0.4443431132672818,0.9998991204169613,0.49599527090518,0.5177308447071091,0.5476265157847932,0.5113276063282257,0.584207116028668,0.6084672076403962,0.5599213400173899,0.5726953009653949,0.621111261424044,0.5051149714178357,0.4521937371400954,0.45195325146057375,0.9743217431638417,0.4101021927832541,0.5747557989202179,0.4884832402812907,0.3569422984412822,0.10677331053796235,0.5672273623252053,0.7374238787298057,0.9479076960179855,0.42360537113922403,0.08541219735046114,0.9378702819251027,0.4298935345563877
10,0.9900444001318169,0.5203831918433324,0.42374742288867434,0.975893725990321,0.4869930800973571,0.43600800844450954,0.4168799341383663,0.5078860325952108,0.5476265157847932,0.9999999999999999,0.4525271736577873,0.4250583195488008,0.9629651749391024,0.4395005504415068,0.5525832162220699,0.4697160136105003,0.4328739211512956,0.5051893408134637,0.49075883202894977,0.9963347380097154,0.5317770982819631,0.5235188517786363,0.5078860325952108,0.5518992969490295,0.48214983601028244,0.44952461626644175,0.41211553730522066,0.4869930800973571,0.9763266364582258,0.5109068139466163,0.45963075639348266,0.3318954876548517,0.08095580733799874,0.5348994929722761,0.18536949946633088,0.4412784426912663,0.9793326696590378,0.056845549955907716,0.5086624120825648,0.42124676133394007
11,0.4627705180519536,0.45958277964669497,0.3704444958425811,0.4993161298001813,0.9954212646355655,0.3960814819984838,0.3832214443503966,0.45100170591043115,0.4831357546308983,0.4525271736577873,1.0000000000000002,0.38570331964823973,0.4137238071369617,0.3993943288958079,0.48798194333083167,0.4230968565933256,0.3791199663791861,0.4525271736577873,0.994983436448076,0.4676630453766033,0.4706451326841673,0.47029392267913633,0.45100170591043115,0.49030137394389317,0.435010207446578,0.4089101014794857,0.3682268357738814,0.43498300863967054,0.35877709754809484,0.9835596122103094,0.4134542104672312,0.29780210122333284,0.06913248781243743,0.9863852256608422,0.17253807587426923,0.39594888254304994,0.3746412933116436,0.046685872904295114,0.46052366671395956,0.3820934783830169
12,0.44891810964895085,0.41320119135338446,0.9243554749517455,0.4520619760186151,0.405068775621835,0.999648237017755,0.3875916868940365,0.4125110628443207,0.43292610538502824,0.4250583195488008,0.38570331964823973,1.0,0.3611511550554734,0.9993825008042853,0.43862363681185573,0.9945596748130823,0.9293757947168908,0.9806050291196226,0.42673648881980286,0.43173341482304395,0.4260065983561734,0.9789256727062343,0.4125110628443207,0.44907114058553677,0.41740592793919024,0.40170081241263433,0.34325580580439247,0.405068775621835,0.3469396271277047,0.4158649363727631,0.9944825866380336,0.9794406991971724,0.0553918438149724,0.4584892099328506,0.18037315572842072,0.37380496377949857,0.36419254132499757,0.031911558133838704,0.44634719955676655,0.9999589026551232
13,0.9154790538455833,0.5353871858974879,0.4639924958494688,0.9802388012810092,0.4649096945732167,0.36718668491349915,0.317706949629084,0.5043832293070082,0.567164338063131,0.9629651749391024,0.4137238071369617,0.3611511550554734,1.0,0.36909257882795393,0.5688014308001244,0.4222172543815266,0.4688358693913298,0.4727401485301437,0.4320753243666094,0.9780010500099238,0.5397231406709754,0.47993259242127906,0.5043832293070082,0.5464970817801962,0.42812123651214706,0.37450766095962806,0.39250715908375294,0.4649096945732167,0.9194356110421763,0.5056136219475033,0.4172773543051504,0.30685177710664263,0.10076168650844697,0.48396738041776904,0.12549525794871272,0.40798106444725396,0.9153301044400661,0.08447810504177466,0.4398924609391804,0.3590297355169297
14,0.4664159348199436,0.42432615050510697,0.9161788884997017,0.4647500064360518,0.4182783553160238,0.9999628522444673,0.4051176130509044,0.4247745948901772,0.4443431132672818,0.4395005504415068,0.3993943288958079,0.9993825008042853,0.36909257882795393,1.0,0.45041484019580486,0.9945562863748433,0.9218600718797249,0.9811486438128282,0.44287026557066006,0.44521331366887423,0.437947344140557,0.9813194557020771,0.4247745948901772,0.4625210525041884,0.43297583040610405,0.41812626234446726,0.35450565034059806,0.4182783553160238,0.3602949359307351,0.4283384899704218,0.9935748598172282,0.9717476040100718,0.05576907826354222,0.4750647612096235,0.18938833501590172,0.38680383931275186,0.37850483915535216,0.031113197723833017,0.46368507547141014,0.9990228744725452
15,0.5321127310697804,0.6040126737325269,0.511992493505062,0.6489659563295017,0.5392905934379952,0.44757386338322863,0.4039518093625541,0.5764636822445505,0.9998991204169613,0.5525832162220699,0.48798194333083167,0.43862363681185573,0.5688014308001244,0.45041484019580486,0.9999999999999999,0.5013267951757963,0.5193178928765909,0.5525832162220699,0.5172758009038826,0.5885345727347582,0.6119283708507814,0.5654733702699297,0.5764636822445505,0.6252727838325255,0.5108075783439423,0.4585292282059517,0.455710469044539,0.9748714573686836,0.4150798964738228,0.5786204138531785,0.4935281881880257,0.36035412962265595,0.10652445050400745,0.5731670054045844,0.7362305333454243,0.948302556182866,0.4290047421184795,0.08466487815452346,0.9407452223103577,0.4354933746050107
16,0.4840929464356841,0.4721784038003467,0.9478334062660074,0.5138258065057892,0.45058226995127093,0.9946708247356582,0.4050447384508682,0.46520963545241256,0.49599527090518,0.4697160136105003,0.4230968565933256,0.9945596748130823,0.4222172543815266,0.9945562863748433,0.5013267951757963,1.0,0.9529115917331108,0.9956866323212004,0.46284080299486463,0.48344333745813267,0.4842959516896708,0.9941391248637658,0.46520963545241256,0.5059089519136905,0.4538483245551476,0.429073947754392,0.38152475674953057,0.45058226995127093,0.3750192138487078,0.46840280103809356,0.9996670244161014,0.9706057242863607,0.06924839061960054,0.5013321173138096,0.18390667476533454,0.4114858484024162,0.3921044669470406,0.04531898493821751,0.48163965828978694,0.9943612157448565
17,0.4047786935209195,0.4888177342930897,0.9998060567583806,0.522728792773871,0.4254341056084529,0.9238091321006647,0.2930377165515394,0.4609945997369347,0.5177308447071091,0.4328739211512956,0.3791199663791861,0.9293757947168908,0.4688358693913298,0.9218600718797249,0.5193178928765909,0.9529115917331108,1.0,0.9651466578884804,0.3964348736086124,0.46742480334991626,0.4929735516402583,0.9507842990741269,0.4609945997369347,0.4995297833943293,0.3926939443244686,0.3442785479381107,0.3592057435750314,0.4254341056084529,0.31673927786039485,0.46216804675138534,0.9585051214846647,0.9501235414534445,0.09153114256439653,0.44364041219749506,0.11631888930594131,0.37372123385540756,0.3256556868658965,0.07643665279994204,0.40385485373861696,0.9311287232189607
18,0.5109884680224079,0.5203831918433324,0.9600634436783592,0.5641311157775774,0.4869930800973571,0.9811274652251711,0.4168799341383663,0.5078860325952108,0.5476265157847932,0.5051893408134637,0.4525271736577873,0.9806050291196226,0.4727401485301437,0.9811486438128282,0.5525832162220699,0.9956866323212004,0.9651466578884804,0.9999999999999999,0.49075883202894977,0.5250721693732067,0.5317770982819631,0.9985841003939823,0.5078860325952108,0.5518992969490295,0.48214983601028244,0.44952461626644175,0.41211553730522066,0.4869930800973571,0.3965941827975977,0.5109068139466163,0.9951287943337797,0.9538469468154291,0.08095580733799874,0.5348994929722761,0.18536949946633088,0.4412784426912663,0.4133736221463429,0.056845549955907716,0.5086624120825648,0.9802682298260008
19,0.5104760225095887,0.4872348202238384,0.38617334223947763,0.5312556884894545,0.9907344140809149,0.4389631596727707,0.4323042472746245,0.4823847217310329,0.5113276063282257,0.49075883202894977,0.994983436448076,0.42673648881980286,0.4320753243666094,0.44287026557066006,0.5172758009038826,0.46284080299486463,0.3964348736086124,0.49075883202894977,0.9999999999999999,0.5026135490770927,0.5006916118374478,0.512324950885168,0.4823847217310329,0.5247905481054921,0.47708320550467587,0.4541049842299427,0.39775277397550274,0.4696101063724699,0.3950984295270724,0.978404658505477,0.451345623085716,0.3238215547471118,0.0692026828705859,0.9954544679879755,0.19818413347357985,0.4305435798430363,0.41372474199416165,0.04341092517637384,0.507760961215364,0.4224881437023485
20,0.9771111225574991,0.5541656707133421,0.4589545155591581,0.9906944813823174,0.5086858344722177,0.4419574922334351,0.4134026681973332,0.5358730590867676,0.584207116028668,0.9963347380097154,0.4676630453766033,0.43173341482304395,0.9780010500099238,0.44521331366887423,0.5885345727347582,0.48344333745813267,0.46742480334991626,0.5250721693732067,0.5026135490770927,0.9999999999999997,0.5642704662104758,0.5413875133727567,0.5358730590867676,0.5818733485571708,0.49479237574512563,0.4545428284351047,0.4302201208013928,0.5086858344722177,0.9571925039566993,0.538574269963369,0.4741964651277275,0.3439347075378726,0.09101015939335037,0.5513992117516432,0.17949020820569755,0.45728543404488775,0.9598220975247359,0.06767533042794895,0.5187672513677238,0.4281688184781468
